"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2003&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:20:20 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Hooper Bay","AK",1735,3,36
"Hoot Lake","MN",1027611,2894,1759
"Hoover Company","TX",88,0,2
"Hopewell Cogeneration","VA",299919,174,132
"Hopewell Mill","VA",219080,2306,834
"Hopkinton","IA",294,0,6
"Horry Land Fill Gas Site","SC","--",0,256
"Horseshoe Lake","OK",595284,10,1178
"Hospira Inc","NY",1,"--","--"
"Hot Spring Generating Facility","AR",425635,1,63
"Houma","LA",58417,0,132
"Houston Chemical Complex Battleground","TX",762013,4,2410
"Howard Bend","MO",496,1,3
"Howard Down","NJ",91865,448,180
"Howard F Curren Advncd Wastewater Plant","FL","--",0,262
"Hudson Avenue","NY",1649,0,699
"Hugo","OK",2786466,7314,3252
"Hugoton 1","KS",6,"--","--"
"Hugoton 2","KS",1929,0,42
"Humboldt Bay","CA",180700,3,355
"Humboldt Sawmill Company","CA","--",72,509
"Hunlock Power Station","PA",378119,3026,403
"Hunter","UT",9825475,5563,17761
"Hunterdon Cogen Facility","NJ",24053,0,66
"Hunters Point","CA",168054,1,56
"Hunterstown","PA",6044,1,222
"Hunterstown Power Plant","PA",13117,0,36
"Huntington","UT",6793720,16589,10817
"Huntington Resource Recovery Facility","NY",135118,12,512
"Huron","SD",67,0,8
"Hutchinson Energy Center","KS",179181,1933,337
"Hutchinson Plant #1","MN",982,1,19
"Hutchinson Plant #2","MN",10371,0,28
"Hutsonville","IL",583476,15690,1637
"Hydaburg","AK",1035,1,21
"I 95 Landfill Phase II","VA","--",0,274
"I 95 Municipal Landfill Phase I","VA","--",0,274
"IMEA Flora","IL",1753,2,34
"IMEA Highland","IL",701,1,14
"IMEA Waterloo","IL",1052,1,21
"IP Springfield Oregon","OR","--",1617,654
"ISG Weirton","WV",178735,153,277
"ITT Cogen Facility","IL",27,"--","--"
"IVEX Packaging","IL",12129,0,34
"Iatan","MO",4841039,16692,9041
"Indeck Corinth Energy Center","NY",436821,5,92
"Indeck Olean Energy Center","NY",43987,2,14
"Indeck Oswego Energy Center","NY",52902,0,14
"Indeck Pepperell Power Facility","MA",14759,7,16
"Indeck Silver Springs Energy Center","NY",88605,3,62
"Indeck West Enfield Energy Center","ME",55,3,144
"Indeck Yerkes Energy Center","NY",12482,0,15
"Independence (IA)","IA",1036,1,20
"Independence Steam Electric Station","AR",10341323,20085,14282
"Indian Orchard Plant 1","MA",88265,689,493
"Indian River","FL",1009452,8397,2087
"Indian River Generating Station","DE",2605323,21937,4640
"Indian River Plant","FL",15185,5,11
"Indian Trails Cogen 1","IL",10023,1,420
"Indiana Harbor E 5 AC Station","IN",22076,20,646
"Indiana University of Pennsylvania","PA",73064,3,1688
"Indianola","IA",5796,7,54
"Indiantown Cogeneration LP","FL",2246715,767,888
"Indigo Energy Facility","CA",36421,0,12
"Industrial Park","IL",119,0,1
"Ingleside Cogeneration","TX",1329959,7,3810
"Ingredion Incorporated","IL",910044,7257,1290
"Ingredion Stockton","CA",20541,0,57
"Ingredion Winston Salem","NC",45501,268,471
"Inland Paperboard Packaging Rome","GA",728430,8118,2544
"Intercession City","FL",581000,54,236
"Intermountain Power Project","UT",11840601,3084,24665
"International","AK",2314,0,6
"International Paper - Orange","TX",204558,"--","--"
"International Paper - Orange","TX","--",12737,3469
"International Paper Co. - New Bern Mill","NC",132073,3188,647
"International Paper Courtland Mill","AL",221495,2292,75
"International Paper Eastover Facility","SC",459037,3261,291
"International Paper Franklin Mill","VA",950934,7069,394
"International Paper Georgetown Mill","SC",417668,6297,1671
"International Paper Louisiana Mill","LA",239130,4620,1328
"International Paper Natchez Mill","MS",126945,2,275
"International Paper Pensacola","FL",380541,2954,996
"International Paper Prattville Mill","AL",355536,0,592
"International Paper Riegelwood Mill","NC",615978,5655,2151
"International Paper Riverdale Mill","AL",354715,2267,122
"International Paper Savanna Mill","GA",778015,6328,2518
"International Paper Texarkana Mill","TX",312715,1251,799
"International Paper Valliant OK","OK",527565,3732,1302
"International Paper Vicksburg Mill","MS",112973,1582,831
"Interstate","IL",7718,1,14
"Inver Hills","MN",86861,25,288
"Iola","KS",2817,2,55
"Iowa State University","IA",294759,1895,447
"Ironwood LLC","PA",251397,1,40
"J B Sims","MI",388630,712,758
"J C McNeil","VT",7133,4,260
"J C Weadock","MI",2194560,9360,3747
"J D Kennedy","FL",63778,10,54
"J E Corette Plant","MT",1298406,3361,1993
"J H Campbell","MI",9620079,39077,16243
"J K Smith","KY",99952,10,90
"J K Spruce","TX",4097522,3434,3895
"J L Bates","TX",350633,28,1370
"J M Stuart","OH",14073107,112673,42973
"J R Whiting","MI",2319393,12630,3272
"J Robert Massengale","TX",68042,0,27
"J Street","NE",183,"--","--"
"J T Deely","TX",5930792,19580,4537
"JCO Oxides Olefins Plant","TX",338034,2,926
"JM Shafer Generating Station","CO",494073,2,1335
"JRW Associates LP","CA",14503,0,343
"Jack Fusco Energy Center","TX",1108067,2,84
"Jack McDonough","GA",3132689,21672,4071
"Jack Watson","MS",4791179,22562,14528
"Jackson (MO)","MO",233,0,5
"Jackson (OH)","OH",879,1,18
"Jackson Cntr Peaking","OH",351,0,7
"Jackson County Resource Recovery","MI",23088,41,123
"Jackson Generating Station","MI",40361,0,24
"Jackson Square","MO",567,1,3
"Jamaica Bay Peaking","NY",9048,3,52
"James De Young","MI",413752,1436,453
"James E. Rogers Energy Complex","NC",4115540,31731,5298
"James H Miller Jr","AL",18929155,41597,19182
"James River Genco LLC","VA",864484,5361,705
"James River Power Station","MO",1764338,3439,3679
"Jamestown","ND",13150,18,70
"Janesville","MN",46,0,1
"Jarvis Street","AK",12,"--","--"
"Jasper 2","IN",84344,473,218
"Jefferies","SC",2006050,23037,5149
"Jeffrey Energy Center","KS",15982271,61337,27856
"Jesup Plant","GA",352433,6256,1792
"Jim Bridger","WY",15084892,19028,28259
"John B Rich Memorial Power Station","PA",858644,389,164
"John Deere Dubuque Works","IA",105919,1315,258
"John Deere Harvester Works","IL",51700,1502,147
"John E Amos","WV",16604204,103436,41220
"John H Warden","MI",5764,0,14
"John Harmon Gen","GA",119,0,2
"John P Madgett","WI",2498465,5241,4213
"John R Kelly","FL",118952,1,28
"John S Rainey","SC",315701,4,122
"John Sevier","TN",4859261,35237,9635
"John Twitty Energy Center","MO",1384285,3498,3038
"Johnson","KS",1709,1,39
"Johnson County","TX",699091,5,181
"Johnsonburg Mill","PA",335099,5790,251
"Johnsonville","TN",7882688,90745,20766
"Joliet 29","IL",6170410,21132,3993
"Joliet 9","IL",1812448,5520,3781
"Jones","TX",1105255,9,1393
"Jones Street","NE",3262,5,18
"Joppa Steam","IL",8110848,21796,5235
"Joseph J Seymour Power Project","NY",48559,0,5
"Junction","WI",1144,0,26
"Juneau","WI",1743,2,9
"KGen Enterprise LLC","MS",5464,0,2
"KMS Crossroads","NJ",29756,0,82
"KMS Joliet Power Partners LP","IL","--",0,106
"Kahe","HI",2703358,6817,3730
"Kahoka","MO",316,0,6
"Kahului","HI",254890,2616,463
"Kake","AK",2976,4,59
"Kalaeloa Cogen Plant","HI",915739,2214,4580
"Kalamazoo River Generating Station","MI",2447,0,1
"Kalkaska CT #1","MI",5966,0,4
"Kamin LLC Wrens Plant","GA",5286,6,90
"Kammer","WV",3477236,38298,10858
"Kanawha River","WV",2338267,14231,5449
"Kankakee Gas Recovery","IL","--",0,141
"Kannapolis Energy Partners","NC",100663,788,224
"Kanoelehua","HI",3645,5,72
"Kansas City International","MO",99,"--","--"
"Kansas State Univ Main Campus","KS",37806,0,90
"Kapstone","SC",194994,299,793
"Kaukauna Diesels","WI",41,0,1
"Kaukauna Gas Turbine","WI",99,"--","--"
"Kaw","KS",6839,0,13
"Kaweah Delta District Hospital","CA",13971,0,303
"Keahole","HI",63081,88,480
"Kearny","CA",21338,0,59
"Kemper County","MS",55986,1,19
"Kendall County Generation Facility","IL",215439,1,43
"Kendall Square Station","MA",474310,18,165
"Kendall Square Station","MA","--",1,80
"Kenilworth Energy Facility","NJ",104830,11,75
"Kennedy International Airport Cogen","NY",253630,3,88
"Kenneth C Coleman","KY",2806747,50304,5624
"Kennett","MO",1814,0,41
"Kent County Waste to Energy Facility","MI",76122,7,269
"Kentucky Mills","KY",19981,2936,819
"Kenyon Municipal","MN",191,0,4
"Kern Front Limited","CA",223698,1,627
"Kern River Cogeneration","CA",1656256,8,4560
"Kern River Eastridge Cogen","CA",208957,1,562
"Kern River Fee A Cogen","CA",42508,0,114
"Kern River Fee C Cogen","CA",42135,0,113
"Kettle Falls Generating Station","WA",4454,70,406
"Key City","MN",2768,0,8
"Keystone","PA",10865622,148320,10365
"Keystone Recovery","PA","--",0,560
"Kiamichi Energy Facility","OK",968635,5,271
"Kiana","AK",1231,2,25
"Kickapoo","IL",282,0,6
"Killen Station","OH",4035539,21523,9816
"Kimball","NE",333,0,8
"Kimberly Mill","WI",319074,1975,576
"Kincaid Generation LLC","IL",6609376,17367,18432
"King City Peaking","CA",7664,0,21
"King City Power Plant","CA",439055,0,2
"King Cove","AK",685,1,13
"Kingfisher","OK",91,0,2
"Kingman Municipal Power and Light Plant","KS",24973,2,585
"Kings Beach","CA",80,0,2
"Kingsburg Cogen","CA",72339,0,167
"Kingston","TN",8767419,83448,24081
"Kinmundy","IL",16690,0,10
"Kinsleys Landfill","NJ","--",0,1
"Kitty Hawk","NC",775,1,4
"Klamath Cogeneration Plant","OR",939107,5,117
"Klamath Expansion Project","OR",6275,0,5
"Klawock","AK",253,0,5
"Kline Township Cogen Facility","PA",516890,297,132
"Knox Lee","TX",366458,81,482
"Knoxville Industrial","IA",684,1,14
"Kodiak Microgrid","AK",2721,4,54
"Koppers Susquehanna Plant","PA","--",14,128
"Kotzebue Hybrid","AK",15459,21,303
"Kraft","GA",1365598,7467,3726
"Kyger Creek","OH",6256589,65628,19364
"Kyocera America Project","CA",13120,0,306
"Kyrene","AZ",256414,1,20
"L L Wilkins","MS",1269,0,3
"L V Sutton Steam","NC",2912561,18399,8898
"LFG Energy","NY","--",0,63
"LSP-Cottage Grove LP","MN",250996,3,24
"LSP-Whitewater LP","WI",244437,2,36
"La Crosse","KS",87,0,2
"La Cygne","KS",10166504,28897,34505
"La Farge","WI",82,0,2
"La Junta","CO",197,0,4
"La Palma","TX",629491,2,960
"La Paloma Generating Plant","CA",1331954,7,814
"La Porte","IA",448,1,9
"Labadie","MO",16407535,51377,7542
"Ladysmith","VA",40440,5,27
"Lafayette Energy Partners LP","NJ","--",0,154
"Lagoon Creek","TN",211042,15,85
"Lake","CA",37700,0,101
"Lake (WY)","WY",259,0,5
"Lake Catherine","AR",293088,2,497
"Lake Creek","TX",55284,0,106
"Lake Crystal","MN",152,0,3
"Lake Gas Recovery","IL","--",0,94
"Lake Hubbard","TX",987492,42,439
"Lake Mills","IA",504,1,10
"Lake Preston","SD",3038,4,16
"Lake Road (MO)","MO",774725,2253,2385
"Lake Road Generating Plant","CT",831103,7,70
"Lakefield Junction","MN",134124,1,31
"Lakefield Utilities","MN",39,0,1
"Lakeside","IL",269706,7504,1188
"Lakeview Gas Recovery","PA","--",0,121
"Lakin Municipal","KS",1007,0,23
"Lamar Plant","CO",25095,0,62
"Lamar Power Project","TX",1587775,8,411
"Lambie Energy Center","CA",7083,0,1
"Lamoni Municipal Utilities","IA",447,1,9
"Lancaster County Resource Recovery","PA",180823,14,460
"Lanesboro","MN",40,0,1
"Lange Gas Turbines","SD",35071,1,16
"Lansing","IA",1870226,4322,3061
"Lansing Smith","FL",2504611,12865,4336
"Laramie River Station","WY",13147384,11114,17881
"Laredo","TX",394261,4,560
"Larkspur Energy Facility","CA",16502,1,5
"Larned","KS",5018,0,22
"Larsen Memorial","FL",127813,142,79
"Las Animas","CO",167,0,3
"Las Vegas","NM",759,1,4
"Las Vegas Generating Station","NV",222699,1,25
"Lauderdale","FL",2562971,13,2479
"Laurel","NE",7,"--","--"
"Laurens","IA",65,0,1
"Lawrence Energy Center","KS",3979267,5898,5116
"Leaf River Cellulose LLC","MS",25343,3171,1159
"Lebanon","OH",225,0,2
"Lebanon Methane Recovery","PA","--",0,85
"Lederle Laboratories","NY",160212,8,415
"Lee County Solid Waste Energy","FL",159478,15,607
"Lee Energy Facility","IL",3146,0,1
"Leland Olds","ND",4478296,40573,10763
"Lemon Creek","AK",439,1,6
"Lenox","IA",159,0,3
"Lewis & Clark","MT",413592,877,812
"Lewis Creek","TX",1214739,6,594
"Lexington Health Center","NC",401,1,8
"Lexington Hickory Street","NC",401,1,8
"Liberty Electric Power Plant","PA",267703,3,69
"Lieberman","LA",71531,2,94
"Lignetics of Maine, LLC.","ME","--",2,17
"Lime Creek","IA",10305,32,20
"Limestone","TX",12147789,26385,10933
"Limon Generating Station","CO",26730,1,12
"Lincoln","KS",410,0,8
"Lincoln Combustion","NC",71362,17,77
"Lincoln Generating Facility","IL",14139,0,5
"Linden Cogen Plant","NJ",2640350,6,447
"Litchfield","MN",212,0,5
"Little Company of Mary Hospital","IL",17178,0,46
"Little Gypsy","LA",871306,5,1496
"Little Mountain","UT",71061,0,199
"Live Oak Limited","CA",183535,1,514
"Livingston Generating Facility","IL","--",0,233
"Livingston Generating Station","MI",4950,0,9
"Lockport Energy Associates LP","NY",599487,13,683
"Lodi","CA",15088,0,41
"Logan City","UT",8320,0,23
"Logan Generating Plant","NJ",1220440,469,943
"Logansport","IN",233549,1766,531
"Loma Linda University Cogen","CA",54044,0,150
"Lombard","IL",114,"--","--"
"Lon Wright","NE",489442,923,361
"Lone Star","TX","--",0,4
"Long Beach Generation LLC","CA",79547,0,219
"Longview Fibre","WA",205998,2567,1205
"Lordsburg Generating","NM",34007,0,31
"Los Angeles Refinery Wilmington","CA",158343,1,442
"Los Esteros Critical Energy Center","CA",85457,0,13
"Los Medanos Energy Center","CA",1213015,7,95
"Lost Hills Cogeneration Plant","CA",36633,0,95
"Lost Nation","NH",1405,2,4
"Lost Pines 1 Power Project","TX",1148006,6,168
"Louis Doc Bonin","LA",188571,1,457
"Louisa","IA",4405100,12677,6567
"Louisa Generation Facility","VA",80719,6,125
"Louisiana 1","LA",1595714,74,1658
"Louisiana Tech University Power Plant","LA",36923,0,88
"Love Box","KS",4632,0,20
"Loveridge Road Power Plant","CA",158689,30,115
"Lovett","NY",1974953,8765,3700
"Low Moor","VA",1557,2,9
"Lowell","MI",7,"--","--"
"Lowell Cogeneration Company LP","MA",1750,0,6
"Lowell Landfill","MA","--",0,64
"Lowland","TN",435410,"--","--"
"Lowland","TN","--",3520,862
"Luke Mill","MD",939344,16903,3455
"Lumberton","NC",98802,931,293
"Lyon Development","MI","--",0,494
"M L Hibbard","MN","--",90,313
"M Street Jet","MA",3420,1,1
"MEPI GT Facility","IL",9138,0,12
"MM Albany Energy","NY","--",0,189
"MM Cuyahoga Energy","OH","--",0,292
"MM Hartford Energy","CT","--",0,221
"MM Lopez Energy","CA","--",0,520
"MM Nashville","TN","--",0,102
"MM Prince William Energy","VA","--",0,158
"MM San Diego-Miramar","CA","--",0,617
"MM San Diego-North City","CA","--",0,447
"MM Taunton Energy","MA","--",0,172
"MM Tomoka Farms Energy","FL","--",0,241
"MM Tulare Energy","CA","--",0,173
"MM West Covina","CA","--",1,153
"MM Yolo Power","CA","--",0,211
"MMC Midsun LLC","CA",42838,0,118
"MMSD Jones Island Wastewater","WI",76373,1,214
"MMSD South Shore Wastewater","WI",104,0,54
"MMWAC Resource Recovery Facility","ME",31058,53,158
"MNDOT Standby Generation","MN",68,0,1
"MPC Generating","GA",13270,4,20
"MPEA Energy Center","IL",65,"--","--"
"MU Combined Heat and Power Plant","MO",311320,8566,644
"MVUT","CA",11857,0,32
"Maalaea","HI",620280,878,7107
"Mabelvale","AR",210,0,1
"MacArthur Waste to Energy Facility","NY",56476,6,354
"Macon","MO",230,0,5
"Macon Energy Center","MO",1819,0,5
"Maddox","NM",301268,2,439
"Madelia","MN",269,0,6
"Madison","OH",41838,0,47
"Madison","NE",283,0,6
"Madison Utilities","NE",4331,6,86
"Magic Valley Generating Station","TX",966754,5,255
"Magnolia","CA",978,0,3
"Magnolia Power Plant","MS",33022,0,27
"Maiden Finger Street","NC",401,1,8
"Main Street","MO",31,"--","--"
"Main Street (MI)","MI",8,"--","--"
"Maine Energy Recovery","ME",98430,8,475
"Maine Independence Station","ME",903268,5,114
"Major Oak Power","TX","--",4630,2066
"Major Oak Power","TX",2689481,"--","--"
"Malden","MO",150,0,3
"Mallard Lake Electric","IL","--",1,190
"Mallard Ridge Gas Recovery","WI","--",0,168
"Mammoth Pacific I","CA",1110,"--","--"
"Mammoth Pacific II","CA",1967,"--","--"
"Manatee","FL",4094134,24704,6561
"Manchester Street","RI",362987,2,148
"Manchief Electric Generating Station","CO",270752,1,132
"Mandalay","CA",351744,2,14
"Mangum","OK",38,0,1
"Manistique","MI",900,1,18
"Manitowoc","WI",455442,2722,588
"Mansfield Mill","LA",503500,5498,2375
"Maple Lake","MN",385,1,2
"Maquoketa 1","IA",2020,2,41
"Maquoketa 2","IA",912,1,17
"Marathon Electric","WI",62,0,1
"Marathon Generating Plant","FL",2428,3,48
"March Point Cogeneration","WA",496390,3,1763
"Marcus Hook Refinery Cogen","PA",25650,0,18
"Marina Landfill Gas","CA","--",0,95
"Marion","IL",1508977,6720,5948
"Mars Snackfood US","IL",28487,0,78
"Mars Wrigley Confectionery US, LLC","NJ",42959,0,116
"Marshall (IL)","IL",348,0,7
"Marshall (MI)","MI",533,0,12
"Marshall (MN)","MN",793,1,4
"Marshall (MO)","MO",51653,1204,141
"Marshall (NC)","NC",12775967,82547,18495
"Marshalltown","IA",20326,29,111
"Martin","FL",6753927,15480,6681
"Martin Drake","CO",1981102,8092,3837
"Martin Lake","TX",18707342,68816,13719
"Martinez Refining","CA",386372,2,1177
"Martinez Sulfuric Acid Regeneration Plt","CA",4000,3,18
"Mascoutah","IL",58,0,1
"Mason Steam","ME",1067,1,1
"Mass Inst Tech Cntrl Utilities/Cogen Plt","MA",107196,11,49
"Massena Energy Facility","NY",6585,0,2
"Masspower","MA",774265,68,228
"Mayo","NC",3904600,21719,7659
"McCartney","MO",10122,0,10
"McClain Energy Facility","OK",535654,3,187
"McClellan (AR)","AR",150547,1514,284
"McClellan (CA)","CA",1715,0,5
"McClure","CA",19076,4,60
"McCook","NE",2122,3,11
"McCracken Power Plant","OH",125004,443,382
"McGrath","AK",2232,3,44
"McGregor","IA",168,0,3
"McIntosh","GA",1074281,7695,2894
"McIntosh (AL)","AL",30079,0,41
"McKay Bay Facility","FL",140374,13,525
"McKee Run","DE",91335,456,228
"McKittrick Cogen","CA",46550,0,117
"McKittrick Limited","CA",184561,1,517
"McLeansboro","IL",250,0,5
"McManus","GA",110243,844,93
"McMeekin","SC",1343977,10896,2795
"McMinnville","TN",3895,5,76
"McPherson 2","KS",4817,0,1
"McPherson 3","KS",4809,0,8
"McWilliams","AL",410772,2,264
"Mead Coated Board","AL",253370,3601,694
"Meade","KS",2489,0,57
"Mecklenburg Power Station","VA",865445,332,761
"Medical Area Total Energy Plant","MA",236203,266,3510
"Medway","ME",358,1,7
"Melrose","MN",135,0,3
"Memphis","MO",25,0,1
"Memphis Hardwood Flooring","TN","--",1,9
"Memphis Refinery","TN",12233,4,3
"Menasha","WI",23509,136,52
"Meramec","MO",5311233,14017,9800
"Merck Rahway Power Plant","NJ",129103,1,300
"Merck Sharp & Dohme Cogen Facility","NJ",55900,0,142
"Meredosia","IL",1099388,10553,2279
"Meridian","MS",2006,3,39
"Merl Parr","IA",527,0,1
"Merom","IN",6332470,13326,11776
"Merrimac Paper","MA",15961,90,29
"Merrimack","NH",2787223,24582,3510
"Mesquite Generating Station Block 2","AZ",182133,4,77
"Metro Gas Recovery","WI","--",0,356
"Metro Methane Recovery Facility","IA","--",0,655
"Metro Wastewater Reclamation District","CO",2,0,112
"Mexico","MO",1452,2,8
"Miami Dade County Resource Recovery Fac","FL",290433,26,758
"Miami Fort","OH",7260216,73950,14147
"Michigan City","IN",2510014,7458,7076
"Michigan Power LP","MI",542645,3,181
"Michoud","LA",1250990,7,3598
"Mickleton Station","NJ",3453,0,5
"Mid Valley Plant","CA","--",0,148
"Mid-Georgia Cogeneration Facility","GA",83864,2,29
"Mid-Set Cogeneration","CA",215659,1,575
"Middle Station","NJ",4080,0,16
"Middlesex Generating Facility","NJ","--",0,136
"Middletown","CT",389567,1080,753
"Midkiff Plant","TX",8699,0,197
"Midland Cogeneration Venture","MI",3542215,18,1119
"Midlothian Energy Facility","TX",1769411,9,169
"Midulla Generating Station","FL",918092,8,262
"Midway Sunset Cogen","CA",1205156,6,3173
"Miki Basin","HI",21150,30,422
"Milagro Cogeneration Plant","NM",311501,2,99
"Milam Gas Recovery","IL","--",0,226
"Miles City GT","MT",2216,1,7
"Milford","IA",266,0,5
"Milford Power LP","NJ",217,"--","--"
"Milford Power LP","MA",119095,1,42
"Mill Creek (KY)","KY",9185023,22668,13011
"Mill Creek (SC)","SC",33346,4,20
"Millennium Hawkins Point","MD",20379,0,55
"Millennium Power","MA",554797,3,63
"Milliken Plant","CA","--",0,76
"Millinocket Mill","ME","--",411,51
"Milton L Kapp","IA",1262037,4207,923
"Milton R Young","ND",5353422,25478,21493
"Milwaukee County","WI",26311,849,286
"Minden","LA",158,0,1
"Mingo Junction Energy Center","OH",43605,10,247
"Minneapolis City of","KS",1783,0,40
"Minnesota River","MN",10547,0,16
"Minnesota Valley","MN",1019,7,3
"Minnesota Wood Products","MN","--",20,58
"Miramar","CA",3299,0,9
"Mississippi Baptist Medical Center","MS",22059,0,60
"Missouri Avenue","NJ",4788,0,8
"Missouri City","MO",100949,2779,243
"Missouri River Wastewater Treatment","NE",199,0,245
"Mistersky","MI",167673,2,514
"Mitchell (GA)","GA",532012,5129,1811
"Mitchell (WV)","WV",8719268,53825,26941
"Moberly","MO",2941,4,16
"Mobile","NE",506,1,10
"Mobile Energy Services LLC","AL",355788,1358,976
"Model City Energy Facility","NY","--",0,557
"Modern Landfill Production Plant","PA","--",0,348
"Modular Power LLC","MI",2883,4,3
"Mohave","NV",9511065,34338,16453
"Mojave Cogen","CA",175083,1,479
"Moline","IL",102,"--","--"
"Moll Industries Seagrove Division","NC",130,0,3
"Mon Valley Works","PA",6951,18,45
"Mondelez Global LLC","IL",15744,0,44
"Monroe (MI)","MI",15779524,98017,34235
"Monroe (MO)","MO",114,0,2
"Monroe Livingston Gas Recovery","NY","--",0,219
"Montauk","NY",2524,4,50
"Monterey One Water","CA","--",0,173
"Montezuma","IA",567,1,12
"Montgomery","MN",998,1,5
"Montgomery County Resource Recovery","MD",264617,24,563
"Monticello","TX",14520930,74789,12200
"Montpelier","OH",2104,3,41
"Montpelier Electric Generating Station","IN",16809,0,13
"Montrose","MO",2868326,14263,4747
"Montville Station","CT",243766,768,332
"Monument","OH",53,0,1
"Moore County","TX",18551,0,27
"Mooreland","OK",110264,1,164
"Moorhead","MN",46,"--","--"
"Moose Lake","MN",17,"--","--"
"Mora","MN",945,1,19
"Moreau","MO",1532,2,8
"Morehead","NC",11,"--","--"
"Morgan City","LA",40088,0,30
"Morgan Creek","TX",520645,5,905
"Morgan Energy Center","AL",54020,0,286
"Morganton, Parker Road","NC",401,1,8
"Morgantown Energy Facility","WV",532888,1220,264
"Morgantown Generating Plant","MD",7050800,77420,16177
"Morris Cogeneration LLC","IL",345991,2,990
"Morris Genco LLC","IL","--",0,238
"Mosaic Co Greenbay","FL","--",0,82
"Moselle","MS",258542,1,674
"Moser Generating Station","PA",912,1,5
"Mosinee Mill","WI",159136,4062,1059
"Mount Clinton","VA",4011,6,22
"Mount Tom","MA",1030070,"--","--"
"Mount Tom","MA","--",4346,1543
"Mountain","PA",7142,0,9
"Mountain Creek","TX",588555,10,246
"Mountain Lake","MN",170,0,3
"Mountain Village","AK",1955,3,40
"Mountaineer","WV",8443338,43578,15181
"Mt Lassen Power","CA","--",12,67
"Mt Pleasant","IA",2505,4,51
"Mt Poso Cogeneration","CA",490227,694,289
"Mt Storm","WV",8896081,6472,19924
"Mulberry Cogeneration Facility","FL",201031,1,42
"Mullen","NE",13,"--","--"
"Multitrade of Pittsylvania LP","VA","--",75,368
"Mulvane 2","KS",139,0,3
"Mulvane Power Plant","KS",216,0,5
"Municipal Light","AR",101,0,2
"Murphy-Brown LLC","NC",22,0,0
"Murray Gill","KS",205800,2193,533
"Murray Turbine","UT",21756,0,58
"Muscatine Plant #1","IA",1807785,2880,4300
"Muskingum River","OH",7227389,126209,23105
"Muskogee","OK",10772510,26727,17450
"Muskogee Mill","OK",772791,2485,1698
"Mustang","OK",393753,2,1201
"Mustang Station","TX",1144163,6,347
"Myrtle Beach","SC",4620,0,3
"Mystic Generating Station","MA",3462138,5295,1218
"NAEA Lakewood LLC","NJ",164248,24,57
"NAFTA Region Olefins Complex Cogen Fac","TX",425646,2,1138
"NRG Energy San Diego","CA",1163,0,27
"NRG Ilion LP","NY",5947,0,4
"NRG Norwalk Harbor","CT",274544,758,311
"NRG Rockford I","IL",9370,0,5
"NRG Rockford II Energy Center","IL",1600,0,0
"NRG Sterlington Power","LA",198,0,1
"NSB Anaktuvuk Pass","AK",2886,4,58
"NSB Atqasuk Utility","AK",2552,4,52
"NSB Kaktovik Utility","AK",3003,4,61
"NSB Nuiqsut Utility","AK",3770,5,76
"NSB Point Hope Utility","AK",3868,6,78
"NSB Point Lay Utility","AK",2528,4,51
"NSB Wainwright Utility","AK",4017,6,81
"NTC/MCRD Energy Facility","CA",114154,1,310
"Naknek","AK",13869,20,276
"Nalco","IL",19893,0,51
"Nantucket","MA",217,0,2
"Napoleon","OH",240,0,5
"Napoleon Peaking Station","OH",101,"--","--"
"Narrows Gas Turbines Generating","NY",171401,0,459
"Nashua Plant","NH","--",0,128
"Nassau Energy Corp","NY",239022,12,210
"Natchitoches","LA",777,0,2
"Naughton","WY",5012892,18233,11055
"Navajo","AZ",15506660,3067,28686
"Naval Hospital Medical Center","CA",5429,0,16
"Naval Station Energy Facility","CA",215350,1,585
"Naval Submarine Base Kings Bay","GA",1455,2,30
"Nearman Creek","KS",1795405,7917,4199
"Nebraska City","NE",4646984,13655,9267
"Nebraska City # 1","NE",4039,1,93
"Nebraska City # 2","NE",1235,0,28
"Neil Simpson","WY",202700,974,439
"Neil Simpson Gas Turbine #2","WY",46873,1,23
"Neil Simpson II","WY",870468,530,703
"Nelson Dewey Generating Station","WI",1182630,13204,3883
"Nelson Industrial Steam","LA",1874525,68225,5991
"Nelson Plant Generators","AZ",351,0,7
"Neodesha","KS",54,0,1
"Neosho","KS",1844,10,3
"Nevada","MO",272,0,2
"Nevada Cogen Assoc#1 GarnetVly","NV",347137,2,846
"Nevada Cogen Associates 2 Black Mountain","NV",352356,2,848
"New Boston Generating Station","MA",117239,1,92
"New Castle Plant","PA",1443690,18916,2818
"New Covert Generating Facility","MI","--",0,1372
"New Hampton","IA",1085,1,22
"New Hanover County WASTEC","NC",31589,4,150
"New Haven Harbor","CT",506954,999,530
"New Knoxville","OH",7,"--","--"
"New Lisbon","WI",114,0,2
"New Madrid","MO",7240216,13499,35409
"New Mexico State University","NM",28036,0,77
"New Milford Gas Recovery","CT","--",0,42
"New Orleans","LA",96193,0,264
"New Prague","MN",1809,1,41
"New Roads","LA",31,0,1
"New Ulm","MN",28009,4,77
"New York Methodist Hospital","NY",3437,0,81
