"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2005&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Mar 17 2020 23:19:44 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Michigan City","IN",2629962,15191,4599
"Michigan Power LP","MI",551608,3,191
"Michoud","LA",980661,28,2753
"Mickleton Station","NJ",5605,"--","--"
"Mid Valley Plant","CA","--",0,246
"Mid-Georgia Cogeneration Facility","GA",84773,0,16
"Mid-Set Cogeneration","CA",204902,1,355
"Middle Station","NJ",13566,0,61
"Middletown","CT",801196,1177,1166
"Midkiff Plant","TX",8906,0,171
"Midland Cogeneration Venture","MI",3109394,16,1164
"Midlothian Energy Facility","TX",2673156,13,266
"Midulla Generating Station","FL",733471,6,208
"Midway Sunset Cogen","CA",1161933,6,3019
"Miki Basin","HI",21920,27,395
"Milagro Cogeneration Plant","NM",312324,"--","--"
"Milam Gas Recovery","IL","--",0,228
"Miles City GT","MT",2036,0,15
"Milford","IA",288,0,3
"Milford Power LP","MA",92155,1,36
"Milford Power Project","CT",1001329,7,88
"Mill Creek (KY)","KY",9880414,21802,11856
"Mill Creek (SC)","SC",37923,1,14
"Millennium Hawkins Point","MD",30818,1,52
"Millennium Power","MA",559495,3,47
"Milliken Plant","CA","--",0,257
"Millinocket Mill","ME",196216,0,254
"Milton L Kapp","IA",1347114,4831,924
"Milton R Young","ND",5695950,26678,21483
"Milwaukee County","WI",129585,441,316
"Minden","LA",964,0,1
"Mingo Junction Energy Center","OH",35179,0,55
"Minneapolis City of","KS",1433,0,24
"Minnesota River","MN",7009,0,3
"Minnesota Wood Products","MN","--",21,61
"Miramar","CA",2706,0,15
"Miramar Energy Facility","CA",2318,"--","--"
"Mississippi Baptist Medical Center","MS",16944,0,46
"Missouri Avenue","NJ",4096,0,14
"Missouri City","MO",124303,3449,312
"Missouri River Wastewater Treatment","NE",31,0,313
"Mistersky","MI",203070,1,562
"Mitchell (GA)","GA",619412,7079,2017
"Mitchell (WV)","WV",6359989,48775,18173
"Moberly","MO",382,3,11
"Mobile","NE",36,"--","--"
"Mobile Energy Services LLC","AL",268101,1940,1027
"Mobile Unit","SD",81,"--","--"
"Model City Energy Facility","NY","--",0,628
"Modern Landfill Production Plant","PA","--",0,330
"Modular Power LLC","MI",93,"--","--"
"Mohave","NV",10006522,37738,18859
"Mojave Cogen","CA",164768,1,454
"Moline","IL",329,"--","--"
"Moll Industries Seagrove Division","NC",73,0,1
"Mon Valley Works","PA",17748,18,56
"Mondelez Global LLC","IL",10695,0,38
"Monmouth Landfill Gas to Energy","NJ","--",0,119
"Monroe (MI)","MI",17071070,100069,32109
"Monroe (MO)","MO",141,"--","--"
"Monroe Livingston Gas Recovery","NY","--",0,253
"Montauk","NY",636,1,13
"Monterey One Water","CA","--",0,133
"Montezuma","IA",793,0,5
"Montgomery","MN",5682,1,3
"Montgomery County Resource Recovery","MD",260751,23,520
"Monticello","TX",15973829,72301,12825
"Montpelier","OH",287,1,8
"Montpelier Electric Generating Station","IN",32600,0,26
"Montrose","MO",3482793,14246,5929
"Montville Station","CT",509354,840,673
"Monument","OH",110,"--","--"
"Moore County","TX",32391,0,43
"Mooreland","OK",88060,0,109
"Moorhead","MN",87,"--","--"
"Moose Lake","MN",116,"--","--"
"Mora","MN",430,0,8
"Moreau","MO",858,3,12
"Morehead","NC",301,0,2
"Morgan City","LA",29678,0,29
"Morgan Creek","TX",88409,0,4
"Morgan Energy Center","AL",461017,3,67
"Morganton, Parker Road","NC",98,0,4
"Morgantown Energy Facility","WV",597215,1343,305
"Morgantown Generating Plant","MD",5803817,72105,12396
"Morris Cogeneration LLC","IL",333523,1,32
"Morris Genco LLC","IL","--",0,348
"Morton Salt Grand Saline","TX",27618,0,5
"Mosaic Co Mulberry Facility","FL","--",0,37
"Moselle","MS",204961,1,437
"Moser Generating Station","PA",4796,0,2
"Mosinee Mill","WI",147507,3937,1037
"Motiva Enterprises Port Arthur Refinery","TX",466521,6,2176
"Mount Clinton","VA",1501,3,12
"Mount Tom","MA",965886,3753,1286
"Mountain","PA",9165,0,26
"Mountain Creek","TX",505527,2,111
"Mountain Lake","MN",131,"--","--"
"Mountain Village","AK",2030,3,38
"Mountaineer","WV",9138989,38993,11564
"Mountainview Generating Station","CA",57109,0,8
"Mt Lassen Power","CA","--",11,63
"Mt Pleasant","IA",2696,2,29
"Mt Poso Cogeneration","CA",517227,755,273
"Mt Storm","WV",9897188,3149,20463
"Mulberry Cogeneration Facility","FL",197904,1,48
"Mullen","NE",59,0,1
"Multitrade Rabun Gap, LLC","GA","--",3,25
"Multitrade of Pittsylvania LP","VA","--",103,510
"Mulvane 2","KS",174,0,2
"Mulvane Power Plant","KS",307,0,3
"Municipal Cogen Plant","CA",6302,0,169
"Municipal Light","AR",147,0,2
"Murphy-Brown LLC","NC",28,0,0
"Murray Gill","KS",258039,2672,616
"Murray Turbine","UT",8226,0,43
"Muscatine Plant #1","IA",1813473,2910,4331
"Muskingum River","OH",6778238,122075,14242
"Muskogee","OK",10551932,23380,15832
"Muskogee Mill","OK",961496,3431,1649
"Mustang","OK",248254,1,730
"Mustang Station","TX",1264453,7,536
"Myrtle Beach","SC",7080,0,39
"Mystic Generating Station","MA",3641726,2001,645
"NAEA Lakewood LLC","NJ",171856,13,53
"NAEA Ocean Peaking Power LLC","NJ",114115,1,30
"NAFTA Region Olefins Complex Cogen Fac","TX",395861,2,1188
"NECCO Co-Generation","MA",13064,0,211
"NEO Freehold Gen LLC","NJ",7500,0,149
"NRG Energy San Diego","CA",230,0,29
"NRG Ilion LP","NY",15985,0,12
"NRG Norwalk Harbor","CT",491157,908,565
"NRG Rockford I","IL",15638,0,6
"NRG Rockford II Energy Center","IL",22891,0,11
"NSB Anaktuvuk Pass","AK",3495,5,74
"NSB Atqasuk Utility","AK",2562,4,54
"NSB Kaktovik Utility","AK",3510,5,72
"NSB Nuiqsut Utility","AK",3635,6,91
"NSB Point Hope Utility","AK",3732,5,80
"NSB Point Lay Utility","AK",2463,4,58
"NSB Wainwright Utility","AK",3820,5,77
"NTC/MCRD Energy Facility","CA",83162,"--","--"
"Naknek","AK",15149,20,289
"Nalco","IL",12545,0,25
"Nantucket","MA",919,0,2
"Napoleon","OH",186,"--","--"
"Napoleon Peaking","OH",118,0,6
"Napoleon Peaking Station","OH",970,"--","--"
"Narrows Gas Turbines Generating","NY",268196,0,643
"Nashua Plant","NH","--",0,141
"Nassau Energy Corp","NY",232616,18,251
"Natchitoches","LA",1405,0,1
"Naughton","WY",5229096,"--","--"
"Naughton","WY","--",21073,13369
"Navajo","AZ",15868807,3578,30138
"Naval Hospital Medical Center","CA",23203,0,54
"Naval Station Energy Facility","CA",130477,"--","--"
"Naval Submarine Base Kings Bay","GA",6332,9,131
"Nearman Creek","KS",1659862,6570,3753
"Nebo Power Station","UT",121225,"--","--"
"Nebraska City","NE",4555674,15921,9067
"Nebraska City # 1","NE",2837,1,127
"Nebraska City # 2","NE",348,7,1446
"Neenah Paper Munising Mill","MI",135804,309,213
"Neil Simpson","WY",186828,819,432
"Neil Simpson Gas Turbine #2","WY",12748,"--","--"
"Neil Simpson Gas Turbine #2","WY","--",0,9
"Neil Simpson II","WY",762296,452,575
"Nelson Dewey Generating Station","WI",1520729,13607,2748
"Nelson Plant Generators","AZ",859,1,8
"Neodesha","KS",50,"--","--"
"Neosho","KS",1558,7,3
"Neptune Gas Processing Plant","LA",46082,0,141
"Nevada","MO",130,"--","--"
"Nevada Cogen Assoc#1 GarnetVly","NV",339559,2,841
"Nevada Cogen Associates 2 Black Mountain","NV",360291,2,857
"New Boston Generating Station","MA",140111,1,122
"New Castle Plant","PA",1407001,17196,2297
"New Covert Generating Facility","MI",349450,2,31
"New Hampton","IA",300,1,13
"New Hanover County WASTEC","NC",45406,3,141
"New Haven Harbor","CT",795926,1311,688
"New Knoxville","OH",23,"--","--"
"New Lisbon","WI",265,0,2
"New Madrid","MO",6986196,12429,29248
"New Mexico State University","NM",11678,0,71
"New Milford Gas Recovery","CT","--",0,58
"New Orleans","LA",636,0,9
"New Prague","MN",2323,0,29
"New Roads","LA",141,"--","--"
"New Ulm","MN",11144,1,65
"New York Methodist Hospital","NY",5679,0,94
"New York University Central Plant","NY",87491,254,523
"New-Indy Ontario Mill","CA",167007,1,530
"Newark Bay Cogeneration Partnership LP","NJ",95154,1,36
"Newark Power Plant","NJ",23439,0,11
"Newberry","MI",244,0,2
"Newgulf Cogen","TX",10746,"--","--"
"Newhalen","AK",38,1,9
"Newington","NH",1032290,8921,1595
"Newman","TX",1114827,6,1572
"Newman (PA)","PA",44830,242,84
"Newton","IL",7294380,19096,4581
"Niagara Mill","WI",199705,2265,444
"Nichols","TX",778935,4,1026
"Nichols Road Power Plant","CA",183878,29,117
"Nicor Gas","IL",5470,0,95
"Nikiski Co-Generation","AK",196386,2,960
"Niles","OH",270,"--","--"
"Niles Power Plant","OH",1098088,13943,3770
"Nine Mile Point","LA",2609467,35,6348
"Nine Springs","WI",437,0,0
"Nippon Dynawave Packaging Longview WA","WA",221381,3428,1194
"Noblesville","IN",222706,1,25
"Nodaway","MO",2227,0,1
"Noorvik","AK",1432,2,28
"North","IA",38,0,3
"North 1st","NY",58467,0,5
"North Branch","WV",724904,973,1238
"North Branch (MN)","MN",850,0,2
"North Denver","NE",1406,0,3
"North East Cogeneration Plant","PA",14032,0,12
"North Island Energy Facility","CA",129071,"--","--"
"North Loop","AZ",6422,0,17
"North Main Street","CT",713,1,4
"North Midway Cogen","CA",51242,0,167
"North Ninth Street","IL",642,0,11
"North Omaha","NE",3662752,15154,5660
"North Pole","AK",320659,1584,1595
"North Riley","TX",2665,0,183
"North Road Peak","SC",415,0,4
"North Shore Towers","NY",25094,8,572
"North Texas","TX",7914,0,19
"North Valmy","NV",3879077,8716,8510
"Northampton Generating Company LP","PA",832197,1032,365
"Northeast (IN)","IN",85,0,1
"Northeast (MI)","MI",3229,0,2
"Northeast (MO)","MO",10512,14,182
"Northeast (WA)","WA",108,"--","--"
"Northeastern","OK",8229398,28014,15370
"Northern Neck","VA",4582,6,25
"Northern States Flambeau","WI",789,0,38
"Northport","NY",5687921,19813,6056
"Northside Generating Station","FL",4728122,9351,3154
"Northway","AK",1110,2,23
"Norton","KS",734,0,0
"Norton Powerhouse","MA",60342,59,94
"Notch Cliff","MD",20761,0,7
"Nottoway Diesel Generating Facility","VA",130,"--","--"
"Nucla","CO",805186,1271,1743
"Nunapitchuk","AK",1948,3,39
"Nymans Plant Microgrid","AK",3299,0,3
"O H Hutchings","OH",798649,5300,2531
"O W Sommers","TX",565356,4,721
"O'Brien Biogas IV LLC","NJ","--",1,86
"OLS Energy Chino","CA",108330,1,308
"Oak Bluffs Diesel Generating Facility","MA",905,0,4
"Oak Point Cogen","LA",95867,0,164
"Oakely","KS",334,0,6
"Oberlin (KS)","KS",8,"--","--"
"Oberlin (OH)","OH",635,0,4
"Ocean County Landfill","NJ","--",0,435
"Ocean State Power","RI",138740,1,36
"Ocean State Power II","RI",227902,2,51
"Oceanside Energy","NY","--",0,80
"Ocotillo","AZ",96082,0,79
"Ocracoke Hybrid","NC",388,"--","--"
"Odessa","MO",57,0,3
"Odessa-Ector Power Plant","TX",1884657,10,512
"Offshore Systems","AK",2517,"--","--"
"Ogden","IA",88,0,5
"Ogdensburg Power","NY",18143,0,12
"Oglesby","IL",3187,0,1
"Oildale Energy LLC","CA",98489,1,327
"Okeelanta Cogeneration","FL",5139,116,668
"Oklahoma State University","OK",35492,0,25
"Oklaunion","TX",4349284,3927,7829
"Oleander Power Project LP","FL",197097,32,84
"Olinda Landfill Gas Recovery Plant","CA","--",0,546
"Olive","CA",25085,0,1
"Olive View Medical Center","CA",16362,0,29
"Oliver","MI",1034,1,17
"Olmsted Waste Energy","MN",29979,55,162
"Omega Hills Gas Recovery","WI","--",1,148
"Oneida Casino","WI",79,"--","--"
"Oneta Energy Center","OK",275119,1,118
"Onondaga Cogeneration","NY",20329,0,6
"Onondaga County Resource Recovery","NY",161208,13,547
"Onondaga Energy Partners LP","NY","--",0,59
"Ontario LFGTE","NY","--",0,385
"Ontelaunee Energy Center","PA",303393,2,19
"Opryland USA","TN",21723,0,55
"Optim Energy Altura Cogen LLC","TX",1877615,9,1744
"Orange Cogeneration Facility","FL",188750,1,88
"Orca","AK",4506,7,105
"Orchard Park","PA",17464,3,410
"Ord","NE",539,0,8
"Orlando Cogen LP","FL",384913,2,197
"Ormesa I","CA",3229,"--","--"
"Ormesa IE","CA",1318,"--","--"
"Ormesa IH","CA",1070,"--","--"
"Ormesa II","CA",2844,"--","--"
"Ormond Beach","CA",306439,2,18
"Oroville Cogeneration LP","CA",6889,0,186
"Orrtanna","PA",2587,2,8
"Orrville","OH",430288,13966,1058
"Orrville Peaking","OH",307,0,1
"Osage (IA)","IA",442,1,13
"Osage (WY)","WY",382019,1841,820
"Osage City","KS",534,0,2
"Osawatomie","KS",5652,0,1
"Osawatomie City of","KS",10,"--","--"
"Osborne","KS",121,0,2
"Osceola (AR)","AR",363,0,1
"Osceola (FL)","FL",255396,9,85
"Osprey Energy Center Power Plant","FL",680516,4,335
"Oswego County Energy Recovery","NY",32631,21,60
"Oswego Harbor Power","NY",848446,5013,1091
"Otay Landfill Gas, LLC","CA","--",0,409
"Otsego Mill Power Plant","MI",82900,0,20
"Ottawa","KS",2863,1,91
"Ottumwa","IA",3752188,10866,5915
"Ouachita","LA",214657,1,49
"Outagamie County Co-Generation Facility","WI","--",0,229
"Owatonna","MN",4302,0,13
"Oxford (KS)","KS",77,"--","--"
"Oxford (NE)","NE",159,0,5
"Oxford Cogeneration Facility","CA",16356,0,74
"Oxnard","CA",255551,1,692
"Oxnard","CA","--",0,431
"Oxnard Wastewater Treatment Plant","CA",1032,0,186
"Oyster Creek Unit VIII","TX",1172596,7,3575
"P H Robinson","TX",70498,0,89
"P L Bartow","FL",1735004,14858,3790
"PCS Nitrogen Fertilizer LP","LA","--",0,4
"PCS Phosphate","NC","--",0,144
"PE Berkeley","CA",129284,1,305
"PERC LLC","WA","--",0,11
"PPG Place","PA",7,"--","--"
"PPG Powerhouse C","LA",1288161,7,3452
"PSEG Bayonne Generating Station","NJ",83,2,2
"PSEG Burlington Generating Station","NJ",94081,1,185
"PSEG Edison Generating Station","NJ",70735,1,107
"PSEG Essex Generating Station","NJ",233740,6,428
"PSEG Hudson Generating Station","NJ",3159374,21742,7963
"PSEG Kearny Generating Station","NJ",97853,1,143
"PSEG Linden Generating Station","NJ",114309,16,186
"PSEG Mercer Generating Station","NJ",3159532,15189,7219
"PSEG National Park Generating Station","NJ",31,0,1
"PSEG Salem Generating Station","NJ",673,0,1
"PSEG Sewaren Generating Station","NJ",360724,594,462
"PWD Northwest Facility","PA",97,0,69
"Pacific Oroville Power Inc","CA","--",19,108
"Pacific-Ultrapower Chinese Station","CA","--",2,68
"Packaging Corp of America","TN",334468,4122,8
"Packaging Corporation of America Jackson Mill","AL",125341,145,145
"Packaging of America Tomahawk Mill","WI",242235,5825,820
"Paddys Run","KY",68417,0,49
"Painesville","OH",301936,6675,717
"Palaau Power Hybrid","HI",28463,36,526
"Palm Beach Renewable Energy Facility 1","FL",243609,416,980
"Palmyra Municipal","MO",216,0,2
"Palmyra Municipal 2","MO",186,"--","--"
"Palomar Medical Center","CA",1975,0,73
"Palos Verdes Gas to Energy","CA",2667,1,55
"Panduit Tinley Park","IL",82,"--","--"
"Panoche Peaker","CA",3229,0,4
"Panther Creek Energy Facility","PA",743820,15,448
"Paper Pak Industries","CA",2145,0,54
"Papillion Creek Wastewater","NE",1062,"--","--"
"Par Sterile Products","MI",18886,0,49
"Paradise","KY",12614019,76568,32549
"Paragould Reciprocating","AR",1312,0,74
"Paragould Turbine","AR",126,0,1
"Paris (KY)","KY",1041,1,18
"Paris (WI)","WI",120365,1,81
"Paris Energy Center","TX",166034,2,516
"Park 500 Philip Morris USA","VA",266136,1321,477
"Parkside","IL",4,"--","--"
"Parlin Power Plant","NJ",41670,0,12
"Parr GT","SC",2045,1,8
"Partnership Station","FL",1382,0,41
"Pasadena","TX",8275,0,8
"Pasadena Cogeneration","TX",1286626,6,286
"Pascagoula Cogen","MS","--",0,51
"Pasco Cnty Solid Waste Resource Recovery","FL",136419,253,520
"Pastoria Energy Facility, LLC","CA",985886,"--","--"
"Paulsboro Refinery","NJ",417003,227,642
"Pawnee","CO",3012303,10204,3328
"Pawtucket Power Associates","RI",13340,"--","--"
"Paxton Creek Cogeneration","PA",14726,6,102
"Payson","UT",1093,0,47
"Pea Ridge","FL",35309,0,97
"Pearl Station","IL",217619,87,611
"Pearsall","TX",22620,0,49
"Pebbly Beach Generating Station","CA",24910,35,504
"Pedricktown Cogeneration Company LP","NJ",119399,0,20
"Pekin Paperboard","IL",17117,0,44
"Pelican","AK",154,0,3
"Pella","IA",175526,563,320
"Pella Peaking","IA",666,0,7
"Pender","NE",171,0,3
"Pennsbury","PA","--",0,4
"Peno Creek","MO",88822,1,67
"Penobscot Energy Recovery","ME",102581,9,438
"Penrose Power Station","CA","--",0,819
"Pensacola Florida Plant","FL",426616,1098,2881
"Peoples Generating Station","MI","--",0,286
"Permian Basin","TX",537212,154,797
"Perryman","MD",127310,2,142
"Perryville Power Station","LA",474787,2,54
"Perryville Power Station","LA",353531,2,41
"Peru (IL)","IL",1325,3,45
"Peru (IN)","IN",55250,783,133
"Petersburg","AK",639,1,15
"Pfizer Groton Plant","CT",197316,241,81
"Pharmacia","NJ",34,"--","--"
"Pheasant Run Landfill Gas Recovery","WI","--",1,1014
"Phelps Dodge Chicago Rod","IL",6,"--","--"
"Phelps Dodge Refining","TX",39560,0,97
"Philadelphia","MD",28620,19,62
"Philadelphia Refinery","PA",434341,19,1021
"Philadelphia Water Department Southwest","PA",383,0,2
"Philip Sporn","WV",4725154,35721,8129
"Phillips","FL",56457,237,896
"Phillips 66 Carbon Plant","CA",278071,397,859
"Phillips 66 Rodeo Refinery","CA",54944,1,625
"Picway","OH",275033,5956,637
"Pinckneyville","IL",68883,0,52
"Pinckneyville","IL",3748,0,3
"Pine Bluff Energy Center","AR",682198,3,189
"Pine Bluff Mill","AR",85327,3487,1667
"Pine Street","MI",9,"--","--"
"Pine Tree Acres","MI","--",0,598
"Pinelawn Power LLC","NY",55108,0,4
"Pinellas County Resource Recovery","FL",387518,34,1415
"Pinetree Power","NH","--",31,273
"Pinetree Power Fitchburg","MA","--",24,113
"Pinetree Power Tamworth","NH","--",40,223
"Pineville Mill","LA",84453,1221,423
"Piney Creek Project","PA",267938,35,206
"Pioneer Valley Resource Recovery","MA",47698,129,298
"Piqua Power Plant","OH",6,"--","--"
"Pirkey","TX",5206426,10613,4368
"Pittsburg Power","CA",388039,2,35
"Pittsburg Power Plant","CA",144633,1,409
"Pittsfield","IL",85,"--","--"
"Pittsfield Generating LP","MA",73266,5,15
"Pixelle Specialty Solutions LLC - Chillicothe Facility","OH",675315,32302,562
"Pixelle Specialty Solutions LLC - Spring Grove Facility","PA",825879,8332,1601
"Placid 12","MI",297,"--","--"
"Plains End","CO",27520,0,443
"Plainview Muncipal Power","NE",36,"--","--"
"Plant Four","MI",3918,12,49
"Plant No 1 Freeport","NY",2127,2,28
"Plant No 1 Orange County","CA",9954,0,710
"Plant No 2 Freeport","NY",39438,0,4
"Plant No 2 Orange County","CA",2511,0,1620
"Plant X","TX",700429,4,811
"Plaquemine","LA",542,0,1
"Plaquemine Cogeneration Plant","LA",2758793,8,342
"Platte","NE",718555,2247,1236
"Pleasant Hill","IA",17505,3,10
"Pleasant Prairie","WI",11592337,30532,10264
"Pleasant Valley (MN)","MN",175555,2,105
"Pleasant Valley (VA)","VA",1174,3,12
"Pleasants Energy LLC","WV",22450,5,13
"Ples I","CA",2513,"--","--"
"Plummer Cogen","ID","--",6,50
"Plymouth State College Cogeneration","NH",13726,9,137
"Point Beach Nuclear Plant","WI",242,0,1
"Point Comfort Operations","TX",714789,3,1392
"Polk","FL",1321130,745,301
"Ponca","OK",340,0,34
"Ponca City","OK",53485,0,119
"Ponca City Refinery","OK","--",0,6
"Ponca Diesel","OK",265,0,1
"Ponton Diesel Generating Facility","VA",137,"--","--"
"Poplar Bluff Generating Station","MO",3734,0,15
"Port Allen (HI)","HI",163200,213,2554
"Port Allen (LA)","LA",49433,0,143
"Port Arthur Texas Refinery","TX",141645,1,421
"Port Everglades","FL",3516410,18899,7931
"Port Jefferson","NY",1281294,4709,1341
"Port Lions Microgrid","AK",5,"--","--"
"Port Neches Plant","TX",186130,0,189
"Port Washington Generating Station","WI",205967,1,30
"Port Wentworth Mill","GA",7567,2215,988
"Portage","MI",20119,17,69
"Portland","FL",42,"--","--"
"Portland (PA)","PA",2042719,26404,2949
"Portola","CA",64,"--","--"
"Portside Energy","IN",218506,1,20
"Portsmouth Genco LLC","VA",960053,5026,623
"Possum Point","VA",2141494,5527,1769
"Potomac River","VA",1421609,7690,2289
"Potrero Power","CA",265959,1,41
"Potter Station 2","MA",12681,29,29
"Pouch","NY",33945,0,2
"Power Island","TX",197764,1,514
"Power Station 4","TX",383654,2,1171
"Powerlane Plant","TX",33324,0,47
"Powerton","IL",10095494,21586,27306
"Powertrain Warren General Motors","MI",11785,"--","--"
"Prairie Creek","IA",944651,4026,2718
"Prairie View I & II LFGTE","IN","--",0,342
"Pratt","KS",11514,0,25
"Pratt & Whitney","CT",34582,2,8
"Pratt 2","KS",2558,0,14
"Presence Saint Mary of Nazareth Hospital","IL",29,0,1
"Presque Isle","MI",4041844,17332,7072
"Preston (IA)","IA",45,0,5
"Pretlow","VA",407,1,8
"Prima Plant","CA","--",0,663
"Primary Childrens Medical Center","UT",7486,0,206
"Primghar","IA",12,"--","--"
"Princeton (IL)","IL",2370,0,11
"Princeton (MN)","MN",846,1,10
"Procter & Gamble Cincinnati Plant","OH",212455,1623,352
"Procter & Gamble Mehoopany Mill","PA",272864,1,306
"Project Orange Associates LP","NY",174407,1,89
"Prospect Municipal","OH",76,"--","--"
"Provo","UT",1256,0,33
"Pryor Power Plant","OK",235453,1,691
"Pueblo","CO",8199,2,43
"Puente Hills Energy Recovery","CA","--",4,297
"Pulliam","WI",2818967,11047,8378
"Pulp Mill Power House","CA",28240,1052,131
"Puna","HI",136724,1143,354
"Puna Geothermal Venture I","HI",5693,"--","--"
"Purdue University","IN",383962,2505,255
"Putnam","FL",404459,13,1093
"Putnam (MI)","MI",613,1,17
"Pyramid","NM",29805,0,21
"Quad Cities","IL","--",0,93
"Quantum Auburndale Power LP","FL",304987,2,108
"Quantum Lake Power LP","FL",194824,1,525
"Quantum Pasco Power LP","FL",213473,2,704
"Quindaro","KS",1112641,5241,3078
"R D Green","KY",3921142,2069,5163
"R D Morrow","MS",2553566,10397,6381
"R Gallagher","IN",2939434,51408,4813
"R M Heskett","ND",783722,2459,691
"R M Schahfer","IN",11416750,36591,15289
"R S Nelson","LA",6223444,12023,5120
"R W Miller","TX",595307,4,661
"RCWMD Badlands Landfill Gas Project","CA","--",0,53
"RED-Rochester, LLC","NY",1715428,17741,4741
"RG Steel Sparrows Point, LLC","MD",100184,349,867
"RS Cogen","LA",1393011,7,694
"Raccoon Creek Energy Center","IL",25868,0,12
"Raleigh CO2 Plant","IL",4669,0,143
"Ralph Green","MO",3705,0,14
"Randolph Electric","MA","--",0,171
"Randolph Road","WA",39,0,1
"Rantoul","IL",2355,0,7
"Rapids Energy Center","MN",81020,328,323
"Rathdrum","ID",4659,0,2
"Rathdrum Power LLC","ID",484810,2,59
"Raton","NM",55571,311,335
"Ravenswood","NY",3523303,5463,3993
"Rawhide","CO",1936774,794,3387
"Ray D Nixon","CO",1525747,3403,1968
"Ray Olinger","TX",383913,2,168
"Rayne","LA",1812,2,25
"ReEnergy Ashland","ME",873,1374,891
"ReEnergy Black River","NY",424133,38,363
"ReEnergy Chateaugay Power Station","NY","--",28,246
"ReEnergy Fort Fairfield","ME","--",41,290
"ReEnergy Livermore Falls","ME","--",40,138
"ReEnergy Lyonsdale Biomass","NY","--",28,196
"ReEnergy Stratton LLC","ME",5344,66,405
"Red Bluff","CA",799,0,827
"Red Bud","IL",171,0,4
"Red Cedar","IA",2815,"--","--"
"Red Cloud","NE",296,0,3
"Red Hawk","AZ",742089,4,64
"Red Hawk","AZ",774085,4,67
"Red Hills Generating Facility","MS",3587763,1740,2001
"Red Oak Power LLC","NJ",579921,3,99
"Red Shield Envir Old Town Facility","ME",97549,1143,344
"Red Wing","MN",94397,7,440
"Redbud Power Plant","OK",633250,3,104
"Redding Power","CA",117554,1,2
"Redfield","SD",259,"--","--"
"Redwood Falls","MN",928,0,8
"Reeves","NM",69803,0,137
"Regional Waste Systems","ME",72703,7,277
"Regional Wastewater Control Facility","CA",9152,"--","--"
"Reid Gardner","NV",4154673,1899,8178
"Remington","VA",81737,23,38
"Renaissance Power Plant","MI",277760,1,111
"Rensselaer City Light Plant","IN",36,0,1
"Rensselaer Cogen","NY",9559,0,3
"Rex Brown","MS",156638,1,471
"Reynolds","IL",258,"--","--"
"Rhinelander Mill","WI",240491,2240,570
"Rhode Island Hospital","RI",87823,466,159
"Rhode Island State Energy Center","RI",883214,4,77
"Rice University","TX",27557,0,71
"Riceland Foods Cogeneration Plant","AR","--",0,64
"Richard Gorsuch","OH",1381340,20940,2359
"Richard M Flynn","NY",507871,36,132
"Richland","OH",42726,"--","--"
"Richland","OH","--",0,39
"Richmond","IN",1431,0,2
"Richmond Cogen","CA",465481,3,1783
"Richmond Generating Station","PA",7438,2,30
"Richmond Refinery TG800","CA","--",1,146
"Ridgeview","WI","--",0,350
"Ridgewood Providence Power","RI","--",1,1373
"Ridgewood/Byron Power Partners","CA",7358,0,241
"Rifle Generating Station","CO",20746,"--","--"
"Rifle Generating Station","CO","--",0,42
"Rincon Facility","CA",15895,0,39
"Rio Bravo","NM",4001,"--","--"
"Rio Bravo Fresno","CA","--",2,95
"Rio Bravo Jasmin","CA",337573,746,167
"Rio Bravo Poso","CA",341818,744,166
"Rio Bravo Rocklin","CA","--",2,92
"Rio Grande","NM",428214,2,789
"Rio Grande Valley Sugar Growers","TX",2055,0,5
"Rio Nogales Power Project","TX",1209001,6,312
"Rio Pinar","FL",1996,3,11
"Rittman Paperboard","OH",97934,2348,224
"River Hills","IA",1632,"--","--"
"River Road Gen Plant","WA",622908,9,65
"River Rouge","MI",2780326,10888,3571
"River Valley","OK",2512199,4106,2456
"Riverbend","NC",1833041,12668,2377
"Riverdale Mills","MA",135,"--","--"
"Riverside","IA",843528,2236,822
"Riverside (MD)","MD",26409,0,64
"Riverside (MN)","MN",2399128,11406,11536
"Riverside (OK)","OK",1094832,6,2843
"Riverside Energy Center","WI",657954,4,52
"Riverside Generating LLC","KY",39097,0,20
"Riverside Manufacturing","GA",7,"--","--"
"Riverton","KS",620556,3953,1308
"Riverview","TX",4356,0,5
"Riverview Energy Center","CA",11264,0,1
"Riverview Energy Systems","MI","--",0,113
"Riverwood International Macon Mill","GA",241659,3109,1219
"Riveside Resource Recovery LLC","IL","--",0,105
"Riviera","FL",1688200,9559,3952
"Roanoke Valley Energy Facility I","NC",1181948,565,1538
"Roanoke Valley Energy Facility II","NC",372212,178,256
"Robbins Lumber","ME",101,2,22
"Robert A Reid","KY",372938,8419,1016
"Robert E Ritchie","AR",459,"--","--"
"Robert P Mone Plant","OH",77739,0,20
"Robins","GA",3470,5,3
"Roche Vitamins","NJ",181276,1,43
"Rochester 3","NY",1479,1,4
